,SN,TimeDate,BatteryStateOfCharge_Percent,BatteryVoltage_V,A_mean,min,Wh_sum,DSOC,DV,fD_all,fD_sel,cyc,TemperatureEnvironment_C,t_1,SOH
14,sn000071,2017-11-30,50.620689655172406,511.17241379310343,9.520125682296069,14.137931034482758,1113.2649425287357,5.0,5.206896551724138,54.795124257977925,3.0357344182917543,346.99987359392844,28.41379310344828,99.0,98.0
15,sn000071,2017-12-31,52.16666666666666,512.0166666666668,9.201890152390476,14.1,1074.589444444445,5.0,5.083333333333333,42.06449524737614,6.37782924855376,372.27261967752577,27.08333333333333,98.0,95.0
16,sn000071,2018-01-31,52.25,512.275,8.807631627262916,14.725,1088.9489583333334,5.0,5.5125,31.941464469069796,7.3061862584896815,397.9395131110888,26.7125,95.0,96.0
17,sn000071,2018-02-28,52.45833333333334,512.0833333333334,10.414300815265888,13.0625,1116.679513888889,5.0,5.25,45.44283820686071,7.2354409999189535,422.1364101366478,26.45833333333333,96.0,98.0
18,sn000071,2018-03-31,53.06060606060606,512.5454545454545,9.5626198640114,14.333333333333336,1117.1267676767682,5.0,5.363636363636363,50.91626293032579,3.21331834719251,448.16013713270553,26.90909090909091,98.0,98.0
19,sn000071,2018-04-30,51.1875,511.40625,9.620504691762918,13.96875,1097.4296875000002,5.0,4.875,47.055849951414615,5.599929429038063,469.47867730208384,29.4375,98.0,97.0
20,sn000071,2018-05-31,51.44186046511628,511.79069767441865,9.174910722032905,14.69767441860465,1125.472093023256,5.0,5.325581395348837,38.21711029453033,7.020461655360013,492.04823525390617,30.953488372093023,97.0,99.0
21,sn000071,2018-06-30,47.48214285714285,509.33928571428567,8.883898590030423,14.696428571428573,1088.1122023809523,5.0,4.660714285714286,48.42040223133103,9.560888953352604,514.9679816962945,32.42857142857143,99.0,96.0
22,sn000071,2018-07-31,48.77083333333334,510.60416666666674,9.035756482862103,14.708333333333336,1097.0378472222226,5.0,4.479166666666667,44.89925110170926,5.902732927610544,534.19277353277,33.104166666666664,96.0,97.0
23,sn000071,2018-08-31,50.214285714285715,511.57142857142856,8.751611597896426,15.142857142857142,1103.8896825396826,5.0,4.404761904761905,51.85165261149399,7.738600478606068,554.7965210181984,34.833333333333336,97.0,97.0
24,sn000071,2018-09-30,51.714285714285715,511.8571428571428,8.538658595967448,15.657142857142857,1099.011904761905,5.0,4.542857142857144,56.09767824480154,4.951346996082922,573.7780655989795,32.57142857142857,97.0,97.0
25,sn000071,2018-10-31,47.42553191489362,509.48936170212767,9.053235255017912,14.425531914893615,1079.5468085106384,5.0,4.74468085106383,41.724753505825895,7.7183220665229415,597.9357581649074,31.276595744680854,97.0,95.0
26,sn000071,2018-11-30,46.92857142857143,509.61904761904765,8.932028341332853,14.761904761904766,1097.4071428571433,5.0,4.714285714285714,33.824081533080076,5.206086352565818,615.3181685735948,29.66666666666667,95.0,97.0
27,sn000071,2018-12-31,43.555555555555564,508.0,8.571034501234491,14.805555555555555,1058.0303240740739,5.0,5.125,32.45614363367332,10.214844064865597,636.3278187198798,27.305555555555557,97.0,93.0
28,sn000071,2019-01-31,45.20967741935484,508.22580645161287,9.266559885180676,14.338709677419354,1074.3537634408608,5.0,4.967741935483871,40.29553471043688,5.456408338571558,660.2863049080905,26.467741935483872,93.0,95.0
29,sn000071,2019-02-28,48.06896551724138,509.89655172413785,9.283078749269905,15.034482758620689,1120.0206896551726,5.0,5.827586206896553,34.25428199836553,3.572695450982958,678.5591703290781,27.068965517241377,95.0,99.0
30,sn000071,2019-03-31,47.6,509.375,8.648659602458945,14.95,1081.7600000000002,5.0,5.625,38.230065916214606,8.756759504510361,698.738442879142,27.625,99.0,95.0
31,sn000071,2019-04-30,47.125,509.21875,8.582536461160771,15.59375,1095.6390625000004,5.0,4.96875,35.28179676938911,4.9050084851373015,716.7206847701407,29.625,95.0,97.0
